AERONET_Database_Site_List,Num=0,Date_Generated=01:09:2017,Months_Available_for_Year,2017
Site_Name,Longitude(decimal_degrees),Latitude(decimal_degrees),Elevation(meters),JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
Palencia,-4.515694,41.988572,750.000000,0,0,1,1,1,0,0,0,0,0,0,0
Canberra,149.111100,-35.271300,600.000000,1,1,1,1,0,0,0,0,0,0,0,0
Omkoi,98.431667,17.798333,1120.000000,1,1,1,1,0,0,0,0,0,0,0,0
Toulon,6.009444,43.135556,50.000000,1,0,0,0,0,0,0,0,0,0,0,0
MVCO,-70.550000,41.300000,10.000000,1,1,0,0,0,0,0,0,0,0,0,0
Cabo_da_Roca,-9.500000,38.783333,140.000000,1,1,1,1,0,0,0,0,0,0,0,0
Messina,15.566833,38.197500,15.000000,1,1,1,0,0,0,0,0,0,0,0,0
Mezaira,53.778611,23.145000,204.000000,1,1,1,1,1,0,0,0,0,0,0,0
Birdsville,139.345960,-25.898930,46.500000,1,0,0,0,0,0,0,0,0,0,0,0
Tudor_Hill,-64.879000,32.264000,51.000000,1,0,0,0,0,0,0,0,0,0,0,0
Gandhi_College,84.127944,25.871000,60.000000,1,1,1,0,0,0,0,0,0,0,0,0
White_Sands_HELSTF,-106.338072,32.634942,1207.240000,1,1,1,0,0,0,0,0,0,0,0,0
NASA_Ames,-122.056969,37.419986,10.000000,1,1,1,1,0,0,0,0,0,0,0,0
Silpakorn_Univ,100.041183,13.819308,72.000000,1,1,1,0,0,0,0,0,0,0,0,0
Chiang_Mai_Met_Sta,98.972467,18.771125,312.000000,1,1,1,0,0,0,0,0,0,0,0,0
Ragged_Point,-59.432035,13.165018,40.000000,0,1,0,0,0,0,0,0,0,0,0,0
Bozeman,-111.045013,45.662204,1507.000000,1,1,1,1,0,0,0,0,0,0,0,0
Kanzelhohe_Obs,13.907000,46.678000,1526.000000,1,0,0,0,0,0,0,0,0,0,0,0
Bandung,107.610000,-6.888417,826.000000,1,1,0,0,0,0,0,0,0,0,0,0
LISCO,-73.341767,40.954517,12.000000,1,1,0,0,0,0,0,0,0,0,0,0
WaveCIS_Site_CSI_6,-90.483333,28.866667,32.660000,1,1,1,1,0,0,0,0,0,0,0,0
CUT-TEPAK,33.042750,34.674806,22.000000,1,1,1,1,0,0,0,0,0,0,0,0
Appalachian_State,-81.693800,36.214600,1080.000000,1,1,1,1,1,1,0,0,0,0,0,0
Aubiere_LAMP,3.111072,45.760960,423.000000,1,1,1,1,1,0,0,0,0,0,0,0
Frioul,5.293333,43.266111,40.000000,1,0,0,0,0,0,0,0,0,0,0,0
USC_SEAPRISM,-118.117820,33.563710,31.000000,1,1,1,0,0,0,0,0,0,0,0,0
Yonsei_University,126.934867,37.564370,88.000000,1,0,0,0,0,0,0,0,0,0,0,0
Key_Biscayne2,-80.163330,25.731966,0.000000,1,0,0,0,0,0,0,0,0,0,0,0
Luang_Namtha,101.416200,20.931100,557.000000,1,1,1,1,1,0,0,0,0,0,0,0
Bayfordbury,-0.096240,51.776320,75.000000,1,0,0,0,0,0,0,0,0,0,0,0
Tizi_Ouzou,4.055833,36.698611,133.000000,1,1,1,1,0,0,0,0,0,0,0,0
Iasi_LOASL,27.555556,47.193056,175.000000,1,0,0,0,0,0,0,0,0,0,0,0
Zaragoza,-0.882350,41.633400,250.000000,1,0,0,0,0,0,0,0,0,0,0,0
FZJ-JOYCE,6.412500,50.908333,108.000000,1,0,0,0,0,0,0,0,0,0,0,0
Gangneung_WNU,128.867000,37.771000,60.000000,1,1,1,0,0,0,0,0,0,0,0,0
Pusan_NU,129.083000,35.235000,71.000000,1,1,0,0,0,0,0,0,0,0,0,0
Murcia,-1.170700,38.001000,69.000000,1,1,1,1,0,0,0,0,0,0,0,0
UH_Coastal_Center,-95.042500,29.388300,5.000000,1,1,1,1,0,0,0,0,0,0,0,0
Beijing-CAMS,116.316670,39.933330,106.000000,1,0,0,0,0,0,0,0,0,0,0,0
MetObs_Lindenberg,14.120870,52.209275,120.000000,1,0,0,0,0,0,0,0,0,0,0,0
Ben_Salem,9.914003,35.550550,130.000000,1,0,0,0,0,0,0,0,0,0,0,0
HohenpeissenbergDWD,11.011900,47.801900,989.680000,1,1,1,0,0,0,0,0,0,0,0,0
Fowlers_Gap,141.700820,-31.086300,181.000000,1,1,1,1,0,0,0,0,0,0,0,0
Santa_Monica_Colg,-118.471130,34.016850,55.000000,1,1,0,0,0,0,0,0,0,0,0,0
IMPROVE-MammothCave,-86.147900,37.131800,235.000000,1,1,1,1,0,0,0,0,0,0,0,0
Fort_McKay,-111.640000,57.183500,267.000000,1,1,1,1,0,0,0,0,0,0,0,0
Chiayi,120.495975,23.495975,27.000000,1,1,1,1,0,0,0,0,0,0,0,0
Ieodo_Station,125.182447,32.122953,29.000000,1,1,1,1,1,1,0,0,0,0,0,0
Toulouse_MF,1.374320,43.572610,160.000000,1,1,1,0,0,0,0,0,0,0,0,0
El_Farafra,27.990167,27.058000,92.000000,1,1,1,0,0,0,0,0,0,0,0,0
DRAGON_DenverLaCasa,-105.005180,39.779490,1601.000000,1,0,0,0,0,0,0,0,0,0,0,0
Sigma_Space_Corp,-76.836472,38.953000,44.800000,1,1,1,1,1,1,0,0,0,0,0,0
American_Samoa,-170.564400,-14.247200,76.000000,1,1,1,1,0,0,0,0,0,0,0,0
Socheongcho,124.738039,37.423133,28.000000,1,1,1,1,0,0,0,0,0,0,0,0
Poprad-Ganovce,20.322000,49.035000,706.000000,1,0,0,0,0,0,0,0,0,0,0,0
Rome_ESA_ESRIN,12.671833,41.826667,240.000000,1,1,0,0,0,0,0,0,0,0,0,0
Aras_de_los_Olmos,-1.101600,39.945000,1280.000000,1,1,1,1,1,0,0,0,0,0,0,0
Upington,21.156000,-28.379000,865.000000,1,0,0,0,0,0,0,0,0,0,0,0
Bukit_Kototabang,100.318050,-0.201940,864.500000,1,1,1,0,0,0,0,0,0,0,0,0
Koforidua_ANUC,-0.302058,6.109408,205.000000,1,1,1,0,0,0,0,0,0,0,0,0
Watnall_MO,-1.250958,53.005652,120.000000,1,1,0,0,0,0,0,0,0,0,0,0
Lubango,13.445000,-14.958000,2047.000000,0,1,1,0,0,0,0,0,0,0,0,0
KORUS_UNIST_Ulsan,129.189700,35.581900,106.000000,1,1,0,0,0,0,0,0,0,0,0,0
KORUS_Kyungpook_NU,128.606416,35.889989,65.000000,1,1,0,0,0,0,0,0,0,0,0,0
KORUS_Mokpo_NU,126.437360,34.913420,26.000000,1,0,0,0,0,0,0,0,0,0,0,0
EastMalling_MO,0.440000,51.290000,33.000000,1,1,1,1,0,0,0,0,0,0,0,0
NASA_KSC,-80.663476,28.463763,1.200000,1,1,0,0,0,0,0,0,0,0,0,0
Rhyl_MO,-3.508590,53.259290,77.000000,1,1,1,1,1,0,0,0,0,0,0,0
ARM_Ascension_Is,-14.349806,-7.966964,341.000000,1,1,1,0,0,0,0,0,0,0,0,0
Bamboo,121.535266,25.186711,1050.000000,1,1,1,0,0,0,0,0,0,0,0,0
Vienna_BOKU,16.331611,48.237861,266.000000,1,1,0,0,0,0,0,0,0,0,0,0
Pafos,32.483330,34.711110,10.000000,0,0,0,1,0,0,0,0,0,0,0,0
