AERONET_Database_Site_List,Num=0,Date_Generated=25:08:2017,Months_Available_for_Year,2016
Site_Name,Longitude(decimal_degrees),Latitude(decimal_degrees),Elevation(meters),JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
American_Samoa,-170.564400,-14.247200,76.000000,1,1,1,1,1,0,1,0,1,0,0,0
Gobabeb,15.041058,-23.561619,405.000000,1,1,1,1,1,1,1,1,0,0,0,0
Medenine-IRA,10.642547,33.499633,33.500000,1,1,1,1,1,1,0,0,0,0,0,0
Tuz_Golu_3,33.464678,38.792469,906.170000,0,0,0,0,0,0,0,1,1,0,0,0
Easton-MDE,-76.084250,38.794972,4.500000,1,1,1,1,1,1,1,1,1,1,1,1
Durban_UKZN,30.944011,-29.817233,205.000000,1,1,1,1,1,1,0,0,0,0,0,0
NEON_Harvard,-72.172661,42.536900,348.000000,1,1,1,1,1,1,1,1,0,0,0,0
Sirmione_Museo_GC,10.605833,45.500278,86.500000,0,0,1,1,1,1,1,1,1,1,0,0
NEON_OSBS,-81.993431,29.689269,47.000000,1,1,1,1,1,1,1,0,0,0,0,0
USGS_Flagstaff_ROLO,-111.634420,35.214840,2179.600000,1,1,1,1,0,0,0,0,0,0,0,0
Raciborz,18.191700,50.083100,230.000000,1,1,1,1,1,0,0,0,0,0,0,0
UdeConcepcion-CEFOP,-73.025310,-36.842780,170.000000,1,1,1,1,1,1,1,1,1,1,1,0
Socheongcho,124.738039,37.423133,28.000000,0,0,0,1,1,1,1,1,1,1,1,1
NEON_RMNP,-105.545972,40.275900,2750.000000,1,1,1,1,1,1,1,1,0,0,0,0
Nong_Khai,102.716710,17.877200,175.000000,1,1,1,1,0,0,0,0,0,0,0,0
Nicosia,33.381353,35.140628,181.000000,0,0,0,1,0,0,0,0,0,0,0,0
Blyth_NOAH,-1.420859,55.146399,19.000000,0,0,0,1,1,0,0,0,0,0,0,0
Huancayo-IGP,-75.320900,-12.040200,3352.000000,1,1,1,1,1,1,0,0,0,0,0,0
Thornton_C-power,2.955278,51.532500,30.000000,0,1,1,1,1,1,1,1,1,1,1,1
Poprad-Ganovce,20.322000,49.035000,706.000000,1,0,1,1,1,1,1,1,1,1,1,1
AgiaMarina_Xyliatou,33.057700,35.038000,521.000000,1,1,1,1,1,0,0,0,0,0,0,0
NEON_ORNL,-84.282588,35.964128,344.000000,1,0,0,0,0,0,0,0,0,0,0,0
Taylor_Ranch_TWRS,-114.849950,45.103500,1039.000000,1,1,1,1,1,1,0,0,0,0,0,0
NEON_ONAQ,-112.452439,40.177589,1656.000000,1,1,1,1,0,0,0,0,0,0,0,0
Wallops_ACHIEVE,-75.471000,37.933486,13.500000,0,0,1,1,1,1,0,0,0,0,0,0
UNC-Gaitan,-72.351800,4.310680,192.000000,1,0,0,0,0,0,0,0,0,0,0,0
NEON_WOOD,-99.241356,47.128228,590.000000,1,1,1,1,1,0,0,0,0,0,0,0
Simonstown_IMT,18.445670,-34.192720,27.000000,1,1,0,0,0,0,0,0,0,0,0,0
Shagaya_Park,47.060528,29.209072,242.000000,1,1,1,1,1,1,1,0,0,0,0,0
Camborne_MO,-5.326560,50.217820,87.000000,0,1,1,1,1,1,1,1,1,0,0,0
Makassar,119.572270,-4.997680,16.000000,1,0,0,0,0,0,0,0,0,0,0,0
ARM_McMurdo,166.729722,-77.848889,73.000000,1,1,1,0,0,0,0,0,0,1,1,1
ARM_WAIS,-112.083333,-79.470556,1829.000000,1,0,0,0,0,0,0,0,0,0,0,0
USC_SEAPRISM_2,-118.117820,33.563710,31.000000,1,1,1,1,1,1,1,1,1,1,1,1
Hokkaido_University,141.340700,43.075500,59.000000,1,1,1,1,1,1,1,1,1,1,0,0
Rome_ESA_ESRIN,12.671833,41.826667,240.000000,1,0,1,1,1,0,1,1,1,1,1,1
Aras_de_los_Olmos,-1.101600,39.945000,1280.000000,0,0,0,0,0,0,0,0,0,0,0,1
Weizmann_Institute,34.810531,31.907235,73.000000,1,1,1,1,1,1,0,0,0,0,0,0
Paracou,-52.925833,5.266944,50.000000,0,0,0,0,0,0,0,0,1,0,0,0
Upington,21.156000,-28.379000,865.000000,0,1,1,1,1,1,1,1,1,0,1,1
Bukit_Kototabang,100.318050,-0.201940,864.500000,1,1,1,1,1,1,1,1,1,1,1,1
Koforidua_ANUC,-0.302058,6.109408,205.000000,1,1,1,1,1,1,1,1,1,1,1,0
Watnall_MO,-1.250958,53.005652,120.000000,0,1,1,1,0,0,1,1,1,1,1,1
Potchefstroom,27.091000,-26.690000,1355.000000,1,1,1,1,0,0,0,0,0,0,0,0
Natal,-35.199500,-5.841500,40.000000,1,1,1,0,1,1,1,0,0,0,0,0
ORS_UNAM_ISNP,-99.203683,19.399467,2361.000000,1,1,1,1,1,0,0,1,0,0,0,0
Lubango,13.445000,-14.958000,2047.000000,0,1,1,1,1,1,1,1,1,1,0,0
Namibe,12.178000,-15.159000,11.000000,0,1,0,1,1,1,1,1,1,1,1,1
KORUS_Taehwa,127.310330,37.312480,152.000000,0,0,0,1,1,1,0,0,0,0,0,0
KORUS_Iksan,127.005200,35.962200,84.000000,0,0,1,1,1,1,0,0,0,0,0,0
KORUS_UNIST_Ulsan,129.189700,35.581900,106.000000,0,0,1,1,1,1,1,1,1,1,1,1
KORUS_Kyungpook_NU,128.606416,35.889989,65.000000,0,0,1,1,1,1,1,1,1,1,1,1
KORUS_Olympic_Park,127.124180,37.521650,45.000000,0,0,0,0,1,1,0,0,0,0,0,0
KORUS_Daegwallyeong,128.758720,37.687120,837.000000,0,0,1,1,1,1,0,0,0,0,0,0
KORUS_NIER,126.639710,37.568930,26.900000,0,1,1,1,1,1,0,0,0,0,0,0
KORUS_Mokpo_NU,126.437360,34.913420,26.000000,0,0,1,1,1,1,1,1,1,1,1,1
Alishan,120.813410,23.508440,2416.000000,0,0,0,1,0,0,0,0,0,0,0,0
Lake_Erie,-83.193600,41.825600,173.500000,0,0,0,0,0,0,1,1,1,0,0,0
EastMalling_MO,0.440000,51.290000,33.000000,0,0,0,0,0,0,1,1,1,1,1,1
KORUS_Baeksa,127.569100,37.411560,64.000000,0,0,0,1,1,1,0,0,0,0,0,0
KORUS_Songchon,127.489460,37.338490,90.000000,0,0,0,1,1,1,0,0,0,0,0,0
NASA_KSC,-80.663476,28.463763,1.200000,0,0,0,0,1,1,1,1,1,1,1,1
Rhyl_MO,-3.508590,53.259290,77.000000,0,0,0,0,1,1,1,1,1,1,1,1
Santiago_Beauchef_2,-70.661666,-33.457222,560.000000,0,0,0,0,0,1,1,1,0,0,0,0
Albergue_UGR,-3.386989,37.095598,2501.000000,0,0,0,0,0,1,1,0,0,0,0,0
ARM_Ascension_Is,-14.349806,-7.966964,341.000000,0,0,0,0,1,1,1,1,1,1,1,1
Mount_Wilson,-118.055900,34.224700,1710.000000,0,0,0,0,0,0,1,1,1,1,1,1
Paranal_CTA,-70.324794,-24.701105,2154.000000,0,0,0,0,0,1,1,1,1,0,0,0
Crucero,-69.566200,-22.274500,1176.000000,0,0,0,0,0,0,0,1,1,1,0,0
Glasgow_MO,-4.531220,55.906800,59.000000,0,0,0,0,0,0,0,1,1,1,1,0
Walvis_Bay_airport,14.640000,-22.980000,82.000000,0,0,0,0,0,0,0,0,1,0,0,0
Mesa_Lakes,-108.100200,39.044300,2975.000000,0,0,0,0,0,0,0,0,0,1,1,1
Bamboo,121.535266,25.186711,1050.000000,0,0,0,0,0,0,0,0,0,0,1,1
Nouragues,-52.680056,4.087639,300.000000,0,0,0,0,0,0,0,0,1,0,0,0
Vienna_BOKU,16.331611,48.237861,266.000000,0,0,0,0,1,1,1,1,1,1,1,1
SDSU_IPLab,-96.786075,44.314828,518.000000,0,0,0,0,1,1,1,1,1,1,1,0
